,OUTSTANDING_BALANCE_0,OUTSTANDING_BALANCE_1000,OUTSTANDING_BALANCE_10000,OUTSTANDING_INVENTORY_0,OUTSTANDING_INVENTORY_1000,OUTSTANDING_INVENTORY_10000
2017-05-31 15:51:00.900,,10032.854092638227,10011.38129225523,,0,0
2017-05-31 15:52:00.900,,0,,,143.5520688601835,
2017-05-31 15:55:08.900,,,,,,
2017-05-31 11:00:56.900,,,20000,,,-142.45014245014244
2017-05-31 11:00:57.900,,,,,,
2017-05-31 11:00:58.900,,,,,,
2017-05-31 11:00:59.900,,,,,,
2017-05-31 11:01:00.900,,,,,,
2017-05-31 11:01:01.900,,,,,,
2017-05-31 11:01:02.900,,,,,,
2017-05-31 11:01:03.900,,,,,,
2017-05-31 11:11:54.900,,,10008.54700854701,,,0
2017-05-31 12:07:15.900,,,20017.09401709402,,,-142.83640657267034
2017-05-31 12:07:16.900,,,,,,
2017-05-31 12:07:17.900,,,,,,
2017-05-31 12:07:18.900,,,,,,
2017-05-31 12:07:19.900,,,,,,
2017-05-31 12:07:20.900,,,,,,
2017-05-31 12:07:21.900,,,,,,
2017-05-31 12:07:22.900,,,,,,
2017-05-31 12:07:23.900,,,,,,
2017-05-31 12:10:15.900,,,,,,
2017-05-31 12:31:27.900,,,10014.260464809915,,,0
2017-05-31 12:31:28.900,,,0,,,142.9995782494633
2017-05-31 12:31:29.900,,,,,,
2017-05-31 12:31:30.900,,,,,,
2017-05-31 12:31:31.900,,,,,,
2017-05-31 12:31:32.900,,,,,,
2017-05-31 12:31:33.900,,,,,,
2017-05-31 12:31:34.900,,,,,,
2017-05-31 12:31:35.900,,,,,,
2017-05-31 12:46:30.900,,,,,,
2017-05-31 12:46:31.900,,,,,,
2017-05-31 12:46:32.900,,,,,,
2017-05-31 12:46:33.900,,,,,,
2017-05-31 12:46:34.900,,,,,,
2017-05-31 12:46:35.900,,,,,,
2017-05-31 12:46:36.900,,,,,,
2017-05-31 12:46:37.900,,,,,,
2017-05-31 12:46:38.900,,,,,,
2017-05-31 12:49:03.900,,,,,,
2017-05-31 12:57:44.900,,,10008.540481679935,,,0
2017-05-31 12:57:45.900,,,20017.08096335987,,,-142.9995782494633
2017-05-31 13:13:49.900,,,,,,
2017-05-31 13:13:50.900,,,,,,
2017-05-31 13:13:51.900,,,,,,
2017-05-31 13:13:52.900,,,,,,
2017-05-31 13:13:53.900,,,,,,
2017-05-31 13:13:54.900,,,,,,
2017-05-31 13:13:55.900,,,,,,
2017-05-31 13:13:56.900,,,,,,
2017-05-31 13:19:07.900,,,9997.100515419977,,,0
2017-05-31 13:19:08.900,,,0,,,142.65269000313896
2017-05-31 13:19:09.900,,,,,,
2017-05-31 13:19:10.900,,,,,,
2017-05-31 13:19:11.900,,,,,,
2017-05-31 13:19:12.900,,,,,,
2017-05-31 13:19:13.900,,,,,,
2017-05-31 13:34:49.900,,,9999.95356922004,,,0
2017-05-31 13:34:50.900,,,19999.90713844008,,,-142.65269000313896
2017-05-31 13:34:51.900,,,,,,
2017-05-31 13:34:52.900,,,,,,
2017-05-31 13:34:53.900,,,,,,
2017-05-31 13:34:54.900,,,,,,
2017-05-31 13:34:55.900,,,,,,
2017-05-31 13:34:56.900,,,,,,
2017-05-31 13:34:57.900,,,,,,
2017-05-31 13:36:55.900,,,,,,
2017-05-31 13:36:56.900,,,,,,
2017-05-31 13:36:57.900,,,,,,
2017-05-31 13:36:58.900,,,,,,
2017-05-31 13:36:59.900,,,,,,
2017-05-31 13:37:00.900,,,,,,
2017-05-31 13:37:01.900,,,,,,
2017-05-31 13:37:02.900,,,,,,
2017-05-31 13:37:03.900,,,,,,
2017-05-31 13:38:08.900,,,10005.659676820165,,,0
2017-05-31 13:38:09.900,,,0,,,142.79520018296228
2017-05-31 13:38:10.900,,,,,,
2017-05-31 13:56:07.900,,,,,,
2017-05-31 13:56:08.900,,,,,,
2017-05-31 14:30:02.900,,,9987.096300796382,,,0
2017-05-31 14:30:03.900,,,19974.192601592764,,,-142.79520018296228
2017-05-31 14:30:04.900,,,,,,
2017-05-31 14:30:05.900,,,,,,
2017-05-31 14:30:06.900,,,,,,
2017-05-31 14:30:07.900,,,,,,
2017-05-31 14:30:08.900,,,,,,
2017-05-31 14:30:09.900,,,,,,
2017-05-31 14:30:10.900,,,,,,
2017-05-31 15:23:02.900,,,9991.380156801872,,,0
2017-05-31 15:23:03.900,,,0,,,142.91775363756076
2017-05-31 15:23:04.900,,,,,,
2017-05-31 15:23:05.900,,,,,,
2017-05-31 15:23:06.900,,,,,,
2017-05-31 15:23:07.900,,,,,,
2017-05-31 15:23:08.900,,,,,,
2017-05-31 15:28:24.900,,,9998.52604448375,,,0
2017-05-31 15:37:54.900,,,19997.0520889675,,,-142.83608634976784
2017-05-31 15:37:55.900,,,,,,
2017-05-31 15:37:56.900,,,,,,
2017-05-31 15:37:57.900,,,,,,
2017-05-31 15:37:58.900,,,,,,
2017-05-31 15:37:59.900,,,,,,
2017-05-31 15:38:00.900,,,,,,
2017-05-31 15:38:01.900,,,,,,
2017-05-31 15:38:02.900,,,,,,
2017-05-31 15:41:23.900,,,,,,
2017-05-31 15:41:24.900,,,,,,
2017-05-31 15:41:25.900,,,,,,
2017-05-31 15:41:26.900,,,,,,
2017-05-31 15:41:27.900,,,,,,
2017-05-31 15:41:28.900,,,,,,
2017-05-31 15:41:29.900,,,,,,
2017-05-31 15:41:30.900,,,,,,
2017-05-31 15:41:31.900,,,,,,
2017-05-31 15:51:01.900,,,10011.38129225523,,,0
2017-05-31 15:51:02.900,,,0,,,143.20385198476941
2017-05-31 15:51:03.900,,,,,,
2017-05-31 15:51:04.900,,,,,,
2017-05-31 15:51:05.900,,,,,,
2017-05-31 15:51:06.900,,,,,,
2017-05-31 15:51:07.900,,,,,,
2017-05-31 15:51:08.900,,,,,,
2017-05-31 15:51:09.900,,,,,,
2017-05-31 15:52:05.900,,,,,,
2017-05-31 15:52:06.900,,,,,,
2017-05-31 15:52:07.900,,,,,,
2017-05-31 15:52:08.900,,,,,,
2017-05-31 15:52:09.900,,,,,,
2017-05-31 15:55:09.900,,,,,,
2017-05-31 15:55:10.900,,,,,,
2017-05-31 15:55:11.900,,,,,,
2017-05-31 15:55:12.900,,,,,,
2017-05-31 15:55:13.900,,,,,,
2017-05-31 15:55:14.900,,,,,,
2017-05-31 15:55:15.900,,,,,,
2017-05-31 15:55:16.900,,,,,,
2017-05-31 15:55:17.900,,,,,,
